total number of customers ,Revenue ,Total _duration ,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,arrival_date_day_of_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2017-05-28
2,147,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,87,223,0,Transient-Party,49,1,0,Check-Out,2017-05-28
1,144,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-28
1,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2017-05-28
1,126,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,42,0,0,Check-Out,2017-05-28
1,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2017-05-28
2,201,3,Resort Hotel,0,223,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,C,C,2,No Deposit,87,223,20,Transient-Party,67,1,0,Check-Out,2017-05-28
1,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2017-05-28
1,201,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,67,1,0,Check-Out,2017-05-28
1,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2017-05-28
2,165,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,55,0,0,Check-Out,2017-05-28
4,297,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,2,0,BB,GBR,Groups,TA/TO,0,0,0,C,C,3,No Deposit,87,223,0,Transient-Party,99,0,0,Check-Out,2017-05-28
3,225,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,1,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,75,0,1,Check-Out,2017-05-28
2,144,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-28
2,165,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,55,1,0,Check-Out,2017-05-28
2,201,3,Resort Hotel,0,302,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,87,223,99,Transient-Party,67,1,0,Check-Out,2017-05-28
2,144,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-28
2,144,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-28
3,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,1,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,60,1,0,Check-Out,2017-05-28
2,144,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-28
2,165,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,55,1,0,Check-Out,2017-05-28
1,180,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2017-05-28
1,201,3,Resort Hotel,0,203,2017,May,21,3,25,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,67,1,0,Check-Out,2017-05-28
2,144,3,Resort Hotel,0,203,2017,May,21,3,25,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,48,1,0,Check-Out,2017-05-28
2,220,4,Resort Hotel,0,203,2017,May,21,3,25,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,87,223,0,Transient-Party,55,1,0,Check-Out,2017-05-29
2,240,5,Resort Hotel,0,202,2017,May,21,4,24,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-29
2,192,4,Resort Hotel,0,203,2017,May,21,3,25,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,87,223,0,Transient-Party,48,0,0,Check-Out,2017-05-29
2,240.52,4,Resort Hotel,0,203,2017,May,21,3,25,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60.13,1,0,Check-Out,2017-05-29
1,326,5,Resort Hotel,0,202,2017,May,21,4,24,1,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,65.2,1,0,Check-Out,2017-05-29
2,220,4,Resort Hotel,0,203,2017,May,21,3,25,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,87,223,0,Transient-Party,55,1,0,Check-Out,2017-05-29
3,495,5,Resort Hotel,0,203,2017,May,21,3,25,2,3,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,3,No Deposit,87,223,0,Transient-Party,99,1,0,Check-Out,2017-05-30
2,281,5,Resort Hotel,0,203,2017,May,21,3,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,56.2,0,0,Check-Out,2017-05-30
2,291,5,Resort Hotel,0,203,2017,May,21,3,25,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,58.2,0,0,Check-Out,2017-05-30
2,281,5,Resort Hotel,0,203,2017,May,21,3,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,56.2,0,0,Check-Out,2017-05-30
2,335,5,Resort Hotel,0,203,2017,May,21,3,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,3,No Deposit,87,223,0,Transient-Party,67,1,0,Check-Out,2017-05-30
1,45,1,Resort Hotel,0,4,2017,May,22,0,29,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,62,0,Transient,45,0,0,Check-Out,2017-05-30
4,639.04,8,Resort Hotel,0,201,2017,May,21,6,23,2,2,2,0,BB,GBR,Groups,TA/TO,0,0,0,C,C,2,No Deposit,87,223,0,Transient-Party,79.88,0,0,Check-Out,2017-05-31
2,502.48,8,Resort Hotel,0,300,2017,May,21,6,23,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,99,Transient-Party,62.81,0,0,Check-Out,2017-05-31
2,417.97,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,59.71,0,0,Check-Out,2017-06-01
3,571.97,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,1,0,BB,GBR,Groups,TA/TO,0,0,0,C,C,2,No Deposit,87,223,0,Transient-Party,81.71,1,0,Check-Out,2017-06-01
2,417.97,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,59.71,0,0,Check-Out,2017-06-01
2,417.97,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,59.71,0,0,Check-Out,2017-06-01
4,742,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,2,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,5,No Deposit,87,223,0,Transient-Party,106,1,0,Check-Out,2017-06-01
1,45,1,Resort Hotel,0,14,2017,May,22,1,31,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,87,78,0,Transient,45,0,0,Check-Out,2017-06-01
1,75,1,Resort Hotel,0,1,2017,May,22,1,31,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,87,195,0,Transient,75,0,0,Check-Out,2017-06-01
1,75,1,Resort Hotel,0,1,2017,May,22,1,31,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,195,0,Transient,75,0,0,Check-Out,2017-06-01
2,417.97,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,59.71,1,0,Check-Out,2017-06-01
2,466.97,7,Resort Hotel,0,203,2017,May,21,5,25,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,66.71,0,0,Check-Out,2017-06-01
1,150,2,Resort Hotel,0,6,2017,May,22,2,31,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,290,0,Transient-Party,75,0,0,Check-Out,2017-06-02
1,150,2,Resort Hotel,0,1,2017,June,22,2,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,384,0,Transient-Party,75,0,0,Check-Out,2017-06-03
1,150,2,Resort Hotel,0,1,2017,June,22,2,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,384,0,Transient-Party,75,0,0,Check-Out,2017-06-03
1,90,1,Resort Hotel,0,13,2017,June,23,1,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,534,0,Transient-Party,90,0,0,Check-Out,2017-06-07
1,90,1,Resort Hotel,0,13,2017,June,23,1,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,534,0,Transient-Party,90,0,0,Check-Out,2017-06-07
1,75,1,Resort Hotel,0,44,2017,June,23,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,108,0,Transient-Party,75,0,0,Check-Out,2017-06-08
1,75,1,Resort Hotel,0,44,2017,June,23,1,7,0,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,108,0,Transient-Party,75,0,0,Check-Out,2017-06-08
1,75,1,Resort Hotel,0,2,2017,June,23,1,8,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,337,0,Transient,75,0,0,Check-Out,2017-06-09
1,75,1,Resort Hotel,0,2,2017,June,23,1,8,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,337,0,Transient,75,0,0,Check-Out,2017-06-09
1,75,1,Resort Hotel,0,0,2017,June,23,1,8,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,337,0,Transient,75,0,0,Check-Out,2017-06-09
1,75,1,Resort Hotel,0,0,2017,June,23,1,8,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,337,0,Transient,75,0,0,Check-Out,2017-06-09
1,140,2,Resort Hotel,0,2,2017,June,23,2,7,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,269,0,Transient,70,0,0,Check-Out,2017-06-09
2,609.91,7,Resort Hotel,0,228,2017,June,23,5,6,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143,436,0,Group,87.13,0,0,Check-Out,2017-06-13
1,150,2,Resort Hotel,0,5,2017,June,24,1,12,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,87,39,0,Transient,75,0,0,Check-Out,2017-06-14
2,674.8,7,Resort Hotel,0,222,2017,June,24,5,13,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143,436,0,Transient,96.4,0,0,Check-Out,2017-06-20
1,75,1,Resort Hotel,0,7,2017,June,25,0,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,135,0,Transient,75,0,0,Check-Out,2017-06-20
1,75,1,Resort Hotel,0,0,2017,June,25,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,470,0,Transient,75,1,1,Check-Out,2017-06-23
1,240,2,Resort Hotel,0,7,2017,June,26,2,28,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-06-30
1,240,2,Resort Hotel,0,7,2017,June,26,2,28,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-06-30
1,120,1,Resort Hotel,0,8,2017,June,26,1,29,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-06-30
2,120,1,Resort Hotel,0,9,2017,June,26,1,30,0,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
1,360,3,Resort Hotel,0,84,2017,June,26,3,28,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
1,120,1,Resort Hotel,0,86,2017,June,26,1,30,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
1,120,1,Resort Hotel,0,86,2017,June,26,1,30,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
4,280,2,Resort Hotel,0,7,2017,June,26,2,29,0,2,2,0,BB,PRT,Corporate,TA/TO,0,0,0,C,C,0,No Deposit,87,525,0,Transient-Party,140,0,0,Check-Out,2017-07-01
1,387.99,3,Resort Hotel,0,84,2017,June,26,3,28,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,87,525,0,Transient-Party,129.33,1,0,Check-Out,2017-07-01
2,120,1,Resort Hotel,0,9,2017,June,26,1,30,0,2,0,0,BB,COL,Corporate,TA/TO,0,0,0,A,C,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
2,134,1,Resort Hotel,0,86,2017,June,26,1,30,0,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,87,525,0,Transient-Party,134,1,0,Check-Out,2017-07-01
1,0,0,Resort Hotel,0,87,2017,July,26,0,1,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,I,2,No Deposit,87,525,0,Transient-Party,0,0,0,Check-Out,2017-07-01
1,120,1,Resort Hotel,0,86,2017,June,26,1,30,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
1,120,1,Resort Hotel,0,86,2017,June,26,1,30,0,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,87,525,0,Transient-Party,120,0,0,Check-Out,2017-07-01
2,254,2,Resort Hotel,0,86,2017,June,26,2,30,0,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,G,G,2,No Deposit,87,525,0,Transient,127,1,0,Check-Out,2017-07-02
1,142,1,Resort Hotel,0,27,2017,July,27,0,3,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,135,0,Transient,142,0,0,Check-Out,2017-07-04
2,93,1,Resort Hotel,0,0,2017,July,27,1,5,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,541,0,Transient,93,0,0,Check-Out,2017-07-06
1,135,1,Resort Hotel,0,12,2017,July,28,1,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,337,0,Transient-Party,135,0,0,Check-Out,2017-07-12
1,142,1,Resort Hotel,0,12,2017,July,28,1,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,337,0,Transient-Party,142,1,0,Check-Out,2017-07-12
1,130,1,Resort Hotel,0,0,2017,July,28,1,13,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,87,34,0,Transient,130,0,0,Check-Out,2017-07-14
2,143,1,Resort Hotel,0,155,2017,July,28,1,15,0,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,87,251,0,Transient,143,0,0,Check-Out,2017-07-16
2,1143.8,7,Resort Hotel,0,151,2017,July,28,5,10,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,40,0,Contract,163.4,0,0,Check-Out,2017-07-17
1,160,1,Resort Hotel,0,2,2017,July,29,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,455,0,Transient,160,0,0,Check-Out,2017-07-20
2,466,4,Resort Hotel,0,114,2017,July,29,2,16,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87,410,0,Transient,116.5,0,0,Check-Out,2017-07-20
1,135,1,Resort Hotel,0,13,2017,July,30,0,24,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,20,0,Transient,135,0,0,Check-Out,2017-07-25
1,135,1,Resort Hotel,0,4,2017,August,31,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,94,0,Transient,135,0,0,Check-Out,2017-08-02
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
2,190,2,City Hotel,1,112,2017,April,14,2,4,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,87,385,0,Transient,95,0,0,Canceled,2017-01-20
1,200,2,City Hotel,1,68,2017,April,14,2,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,418,0,Transient-Party,100,0,0,Canceled,2017-01-31
1,190,2,City Hotel,1,34,2017,April,14,2,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,87,428,0,Transient,95,0,2,Canceled,2017-03-16
1,18,3,City Hotel,1,7,2017,April,14,3,5,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,418,0,Transient-Party,6,0,0,Canceled,2017-03-29
2,440,4,City Hotel,1,68,2017,April,14,4,5,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,87,418,0,Transient-Party,110,0,0,Canceled,2017-03-30
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
